,"T1.M1","T1.M2","T1.M3","T1.M4","T1.M5","T2.M1","T2.M2","T2.M3","T3.M1","T3.M2","T3.M3","T4.M1","T4.M2","T4.M3","T5.M1","T5.M2","T5.M3","T6.M1","T6.M2","T6.M3","T6.M4","T7.M1","T7.M2","T7.M3","T8.M1","T8.M2","T8.M3","T9.M1","T9.M2","T9.M3","T10.M1","T10.M2","T10.M3","T10.M4","T10.M5","T10.M6","T10.M7","T10.M8","T11.M1","T11.M2","T11.M3","T11.M4","T11.M5","T12.M1","T12.M2","T12.M3","T12.M4","T13.M1","T13.M2","T13.M3","T13.M4","T13.M5","T13.M6","T13.M7","T13.M8","T14.M1","T14.M2","T14.M3","T14.M4","T14.M5","T14.M6","T15.M1","T15.M2","T15.M3","T15.M4","T15.M5","T15.M6","T15.M7"
"Ophiothrix fragilis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophiura albida",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophiura ljungmani",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophiura ophiura",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophryotrocha adherens",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophryotrocha baccii",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophryotrocha cyclops",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophryotrocha hartmanni",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophryotrocha labronica",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophryotrocha maculata",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Ophryotrocha puerilis",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Orchestia aestuarensis",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Orchestia gammarellus",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Orchestia mediterranea",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Orchestia montagui",3,2,2,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Orchomenella minuta",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Oscarella lobularis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,3,2,0,0,0,3,0,0,0
"Ostrea edulis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,3
"Owenia fusiformis",0,3,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"Oxydromus flexuosus",3,1,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Pachygrapsus marmoratus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Pachygrapsus transversus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Pagurus bernhardus",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Palaemon adspersus",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Palaemon elegans",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Palaemon longirostris",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Palaemon serratus",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Palinurus elephas",3,3,3,2,1,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Palinurus mauritanicus",3,3,3,2,1,0,0,3,3,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
"Palio dubia",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Palola siciliensis",3,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,3,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
"Pandalus borealis",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Pandalus montagui",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Panulirus echinatus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Paracentrotus lividus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Paragnathia formica",3,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Paragorgia arborea",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3
"Paralithodes camtschaticus",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Paramuricea clavata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3
"Paramysis arenosa",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Paraonis fulgens",0,3,3,2,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Parapenaeus longirostris",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Parazoanthus axinellae",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,2,0,0,0,0,3,3,3
"Parvicardium exiguum",0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0
"Pasiphaea multidentata",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Pasiphaea sivado",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Pasiphaea tarda",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Patella aspera",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Patella caerulea",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0
"Patella candei",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Patella depressa",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0
"Patella ferruginea",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Patella pellucida",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Patella rustica",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Patella ulyssiponensis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Patella vulgata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Pecten jacobaeus",3,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
"Pecten maximus",2,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
"Penaeus kerathurus",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Pennatula aculeata",3,1,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,3,0,0,0,0,0,3,3
"Pennatula phosphorea",3,1,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,3,0,0,0,0,0,0,3
"Pennatula rubra",3,1,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,3,0,3,0,0,3,3,0,0,0,0,0,0,3
"Pentapora fascialis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,3,1
"Pentapora foliacea",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,1,0
"Percnon gibbesi",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Perforatus perforatus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,1,2,3
"Perinereis cultrifera",1,3,3,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Perinereis rullieri",1,1,3,3,2,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Peringia ulvae",3,1,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,1,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
"Perioculodes longimanus",2,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Perna perna",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3
"Petricola lithophaga",0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Petricolaria pholadiformis",0,1,3,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Petrosia ficiformis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0
"Phaxas pellucidus",0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0
"Philine aperta",3,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Philine denticulata",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Philocheras trispinosus",3,3,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Pholas dactylus",0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0
"Pholoe minuta",3,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Phorcus lineatus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Phorcus turbinatus",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Phoronis muelleri",0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"Phoronis pallida",0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"Phoronis psammophila",0,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"Photis longicaudata",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"Photis reinhardi",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
"Phoxichilidium femoratum",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Phyllodoce mucosa",3,3,3,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
"Pinna nobilis",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3
"Pione vastifica",3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,3,3
"Pisidia longicornis",3,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
